TimeStamp	Fig_No	robotID	robotPosX	robotPosY	robotPos_RX	robotPos_RY	robotPos_BX	robotPos_BY	robotErrorX	robotErrorY	Zone	GoalIndex	PhaseX	PhaseY	
22255.3	292	0	207.503	490.738	198.046	491.414	204.091	504.189	0.502808	279.738	2	1	0	11	
22351.3	293	0	208.529	489.654	198.514	488.482	204.37	502.893	1.52881	278.654	2	1	0	11	
22407.3	294	0	208.66	489.006	198.673	488.298	204.932	502.373	1.65956	278.006	2	1	0	10	
22503.3	295	0	204.886	486.585	195.785	489.354	204.669	500.46	-2.11351	275.585	2	1	0	10	
22559.3	296	0	205.93	486.229	195.669	486.815	204.58	500.041	-1.06975	275.229	2	1	0	9	
22656.3	297	0	209.601	484.72	199.697	482.518	204.255	497.525	2.60127	273.72	2	1	0	9	
22712.3	298	0	204.939	482.851	196.056	486.051	205.151	496.727	-2.06053	271.851	2	1	0	8	
22808.3	299	0	206.619	480.892	196.419	481.147	204.657	494.63	-0.380554	269.892	2	1	0	8	
22864.3	300	0	207.029	480.707	197.376	481.233	204.021	494.254	0.0290833	269.707	2	1	0	7	
22960.3	301	0	206.199	478.078	195.819	477.909	204.068	491.79	-0.800949	267.078	2	1	0	7	
23016.3	302	0	205.607	476.634	195.708	477.586	203.976	490.415	-1.39258	265.634	2	1	0	6	
23112.3	303	0	207.691	475.933	197.281	474.214	203.907	489.284	0.690536	264.933	2	1	0	6	
23168.3	304	0	209.988	476.459	199.86	472.785	204.213	489.077	2.98843	265.459	2	1	0	5	
23264.3	305	0	208.538	473.686	198.326	472.635	204.983	487.1	1.53775	262.686	2	1	0	5	
23320.3	306	0	208.987	473.361	198.66	470.501	204.106	486.351	1.98686	262.361	2	1	0	4	
23416.3	307	0	209.747	470.866	199.441	467.793	204.678	483.784	2.74651	259.866	2	1	0	4	
23472.3	308	0	209.577	470.347	199.11	468.255	205.581	483.636	2.57745	259.347	2	1	0	3	
23568.3	309	0	209.533	468.147	198.976	466.063	205.724	481.491	2.53255	257.147	2	1	0	3	
23624.4	310	0	210.235	467.277	199.923	464.924	205.699	480.392	3.23459	256.277	2	1	0	2	
23720.4	311	0	209.634	465.439	199.27	463.377	205.447	478.669	2.6337	254.439	2	1	0	2	
23777.4	312	0	211.307	465.94	200.891	461.732	205.789	478.673	4.30684	254.94	2	1	15	1	
23873.4	313	0	210.095	464.367	199.969	461.577	204.842	477.211	3.09462	253.367	2	1	15	1	
23929.4	314	0	208.357	461.624	198.636	460.902	203.875	474.757	1.35672	250.624	2	1	15	0	
24025.4	315	0	208.293	461.424	198.49	459.851	203.195	474.331	1.29337	250.424	2	1	15	0	
24081.4	316	0	207.091	460.747	196.951	459.275	202.94	473.988	0.0910645	249.747	2	1	15	15	
24177.4	317	0	206.025	460.091	196.447	460.142	202.069	473.392	-0.974716	249.091	2	1	15	15	
24233.4	318	0	206.758	459.365	196.939	457.82	201.726	472.298	-0.242432	248.365	2	1	15	14	
24329.4	319	0	207.452	458.479	197.773	456.916	202.016	471.247	0.452347	247.479	2	1	15	14	
24385.4	320	0	207.264	458.121	197.63	455.714	201.085	470.546	0.264175	247.121	2	1	15	13	
24481.4	321	0	206.456	455.846	196.806	454.488	201.117	468.655	-0.543518	244.846	2	1	15	13	
24537.4	322	0	207.007	456.246	197.396	454.84	201.506	468.986	0.00724792	245.246	2	1	15	12	
24633.4	323	0	204.499	453.294	195.156	453.863	200.486	466.578	-2.50093	242.294	2	1	15	12	
24689.4	324	0	206.633	453.237	196.807	451.171	201.193	466.004	-0.366837	242.237	2	1	15	11	
24785.4	325	0	206.712	451.524	196.645	448.942	201.473	464.374	-0.287567	240.524	2	1	15	11	
24841.4	326	0	209.587	453.357	200.404	447.984	201.421	464.577	2.5872	242.357	2	1	15	10	
24937.4	327	0	209.792	451.559	201.012	444.723	200.865	462.184	2.79164	240.559	2	1	15	10	
24993.4	328	0	211.68	452.81	204.71	441.239	201.152	461.851	4.68025	241.81	2	1	14	9	
25089.4	329	0	211.052	451.178	202.494	443.454	201.825	461.544	4.05151	240.178	2	1	14	9	
25145.4	330	0	210.315	450.222	202.052	440.378	200.855	460.375	3.31544	239.222	2	1	14	8	
25241.4	331	0	210.625	451.184	205.367	439.414	198.761	458.381	3.62529	240.184	2	1	14	8	
25297.4	332	0	210.361	449.686	203.478	439.913	199.417	458.217	3.36142	238.686	2	1	14	7	
25393.5	333	0	209.469	450.189	203.198	440.08	198.003	458.005	2.46873	239.189	2	1	14	7	
25449.5	334	0	208.818	449.345	202.741	439.9	196.962	456.556	1.81795	238.345	2	1	14	6	
25545.5	335	0	208.322	448.294	201.996	438.845	196.716	455.902	1.32173	237.294	2	1	14	6	
25601.5	336	0	206.682	446.244	198.77	439.219	196.403	455.567	-0.31842	235.244	2	1	14	5	
25697.5	337	0	202.528	441.674	193.048	438.895	195.729	453.771	-4.47206	230.674	2	1	14	5	
25753.5	338	0	201.814	441.653	192.749	437.89	193.598	452.837	-5.18605	230.653	2	1	15	4	
25849.5	339	0	201.757	439.204	192.509	435.222	193.956	450.68	-5.24277	228.204	2	1	15	4	
25905.5	340	0	202.01	438.233	192.888	432.966	193.739	449.376	-4.98964	227.233	2	1	0	3	
26001.5	341	0	201.479	436.604	191.726	431.233	194.349	448.508	-5.52054	225.604	2	1	0	3	
26057.5	342	0	202.89	437.207	193.559	431.321	194.924	448.57	-4.11046	226.207	2	1	1	2	
26153.5	343	0	203.914	434.849	194.344	429.673	196.502	446.581	-3.08636	223.849	2	1	1	2	
26209.5	344	0	204.164	435.343	194.576	429.561	196.654	447.012	-2.83621	224.343	2	1	1	1	
26305.5	345	0	203.542	433.212	193.46	426.885	196.686	445.277	-3.45842	222.212	2	1	1	1	
26361.5	346	0	204.366	432.945	194.444	426.996	197.362	444.925	-2.63437	221.945	2	1	1	0	
26457.5	347	0	205.349	433.536	195.841	426.061	197.456	444.95	-1.65063	222.536	2	1	1	0	
26513.5	348	0	205.278	432.172	195.38	426.276	198.249	444.138	-1.72232	221.172	2	1	1	15	
26609.5	349	0	205.49	431.288	195.608	424.684	198.272	443.14	-1.50967	220.288	2	1	1	15	
26665.5	350	0	205.976	431.113	196.227	424.633	198.585	442.858	-1.02379	220.113	2	1	1	14	
26761.5	351	0	205.752	429.047	195.57	423.191	199.182	441.271	-1.24838	218.047	2	1	1	14	
26817.5	352	0	205.002	428.187	194.438	422.492	199.071	440.732	-1.99767	217.187	2	1	1	13	
26913.5	353	0	204.885	427.325	194.75	421.607	198.284	439.532	-2.11507	216.325	2	1	1	13	
26969.5	354	0	204.663	426.571	193.769	421.073	199.3	439.37	-2.33717	215.571	2	1	1	12	
27065.5	355	0	204.791	425.948	194.082	420.216	199.059	438.586	-2.2093	214.948	2	1	1	12	
27121.6	356	0	204.101	424.538	193.599	419.164	198.2	437.098	-2.89903	213.538	2	1	1	11	
27217.6	357	0	203.865	422.312	194.531	418.711	196.368	433.99	-3.13521	211.312	2	1	1	11	
27273.6	358	0	205.568	422.016	196.36	417.228	197.527	433.326	-1.43237	211.016	2	1	1	10	
27369.6	359	0	205.092	418.93	195.782	415.149	197.487	430.537	-1.90811	207.93	2	1	1	10	
27425.6	360	0	204.362	419.091	194.693	412.699	196.865	430.769	-2.63776	208.091	2	1	1	9	
27521.6	361	0	203.418	415.104	193.35	411.373	197.491	427.651	-3.58237	204.104	2	1	1	9	
27577.6	362	0	204.574	414.543	194.418	406.699	197.477	426.468	-2.42632	203.543	2	1	1	8	
27673.6	363	0	205.131	413.192	194.452	404.746	198.539	425.403	-1.86853	202.192	2	1	1	8	
27729.6	364	0	206	413.084	196.609	403.408	197.773	424.259	-1.00027	202.084	2	1	1	7	
27866.6	365	0	205.83	409.664	195.843	404.625	199.204	421.857	-1.17023	198.664	2	1	1	7	
27922.6	366	0	206.421	410.346	196.034	400.989	199.321	422.269	-0.578979	199.346	2	1	1	6	
28018.6	367	0	206.746	409.306	197.228	401.892	198.874	420.734	-0.253693	198.306	2	1	1	6	
28074.6	368	0	207.116	408.796	197.71	400.326	198.99	420.046	0.115677	197.796	2	1	1	5	
28170.6	369	0	206.17	407.979	196.377	399.6	198.532	419.565	-0.829819	196.979	2	1	1	5	
28227.6	370	0	205.797	406.695	195.858	399.454	198.531	418.518	-1.2028	195.695	2	1	1	4	
28323.6	371	0	205.363	404.325	194.942	397.582	198.879	416.594	-1.63675	193.325	2	1	1	4	
28379.6	372	0	205.674	403.17	195.87	396.975	198.426	415.004	-1.3264	192.17	2	1	1	3	
28475.6	373	0	206.682	401.36	197.04	396.158	199.395	413.17	-0.318115	190.36	2	1	1	3	
28531.6	374	0	207.17	400.149	197.867	394.688	199.217	411.521	0.17041	189.149	2	1	1	2	
28627.6	375	0	206.799	399.662	197.208	393.191	199.168	411.252	-0.20076	188.662	2	1	1	2	
28683.6	376	0	207.391	398.556	197.843	391.968	199.674	410.089	0.390701	187.556	2	1	1	1	
28779.6	377	0	207.012	397.98	197.224	390.951	199.575	409.695	0.0117035	186.98	2	1	1	1	
28836.6	378	0	206.699	396.225	197.089	389.025	198.983	407.759	-0.300888	185.225	2	1	1	0	
28932.7	379	0	206.624	393.321	196.697	387.342	199.622	405.302	-0.37558	182.321	2	1	1	0	
28988.7	380	0	207.221	393.804	197.369	387.017	199.921	405.606	0.220734	182.804	2	1	1	15	
29084.7	381	0	206.925	393.895	196.901	387.289	199.916	405.872	-0.0745392	182.895	2	1	1	15	
29140.7	382	0	208.038	393.409	198.119	387.183	200.962	405.346	1.03833	182.409	2	1	1	14	
29236.7	383	0	208.04	391.873	198.404	386.043	200.6	403.587	1.0396	180.873	2	1	1	14	
29292.7	384	0	208.657	390.96	199.496	384.207	200.325	402.058	1.65656	179.96	2	1	1	13	
29388.7	385	0	208.75	388.699	199.467	383.325	200.772	400.053	1.7504	177.699	2	1	1	13	
29444.7	386	0	208.736	387.026	199.235	380.971	201.032	398.568	1.73645	176.026	2	1	1	12	
29540.7	387	0	208.876	384.672	199.525	379.635	201.081	396.153	1.87572	173.672	2	1	1	12	
29596.7	388	0	209.549	384.573	199.93	378.28	201.993	396.213	2.54919	173.573	2	1	1	11	
29692.7	389	0	210.329	382.95	201.084	378.073	202.352	394.305	3.32945	171.95	2	1	1	11	
29748.7	390	0	210.845	382.855	201.784	377.334	202.435	393.893	3.8447	171.855	2	1	1	10	
29844.7	391	0	211.641	381.01	202.647	375.988	203.133	391.972	4.64093	170.01	2	1	1	10	
29900.7	392	0	209.347	377.737	199.16	374.143	203.73	390.426	2.3474	166.737	2	1	1	9	
29996.7	393	0	210.338	377.889	200.942	373.624	202.804	389.542	3.33839	166.889	2	1	1	9	
30052.7	394	0	209.494	376.498	199.757	373.007	202.987	388.755	2.49445	165.498	2	1	1	8	
30148.7	395	0	209.648	374.498	200.053	371.598	203.088	386.727	2.64777	163.498	2	1	1	8	
30204.7	396	0	209.075	373.178	199.21	370.787	203.496	385.884	2.07512	162.178	2	1	1	7	
30300.7	397	0	209.254	371.978	199.488	369.445	203.335	384.53	2.25398	160.978	2	1	1	7	
30356.7	398	0	209.676	371.745	200.245	369.491	203.013	383.917	2.67586	160.745	2	1	1	6	
30452.7	399	0	210.057	370.206	200.794	369.099	203.609	382.494	3.05655	159.206	2	1	1	6	
30508.7	400	0	209.272	368.607	200.153	367.872	202.508	380.723	2.27179	157.607	2	1	1	5	
30604.8	401	0	208.435	366.996	199.175	366.712	202.822	379.687	1.43462	155.996	2	1	1	5	
30660.8	402	0	207.255	366.885	197.496	366.343	203.093	380.123	0.254501	155.885	2	1	1	4	
30756.8	403	0	206.027	364.79	195.971	365.05	203.727	378.475	-0.973404	153.79	2	1	1	4	
30812.8	404	0	205.918	363.364	195.758	362.942	202.967	376.924	-1.08182	152.364	2	1	1	3	
30908.8	405	0	205.14	360.937	195.095	362.148	204.286	374.788	-1.85951	149.937	2	1	1	3	
30964.8	406	0	205.415	361.108	195.098	361.34	203.682	374.876	-1.58455	150.108	2	1	1	2	
31060.8	407	0	205.558	359.05	195.208	359.462	204.149	372.855	-1.44173	148.05	2	1	1	2	
31116.8	408	0	205.533	358.396	194.769	358.384	204.37	372.225	-1.46706	147.396	2	1	1	1	
31212.8	409	0	206.828	356.166	196.573	355.23	203.498	369.638	-0.172043	145.166	2	1	1	1	
31268.8	410	0	208.184	355.664	197.658	353.001	203.842	368.844	1.18393	144.664	2	1	1	0	
31364.8	411	0	207.801	354.808	197.616	351.278	202.215	367.511	0.800919	143.808	2	1	1	0	
31420.8	412	0	208.492	354.524	198.28	350.238	202.57	367.074	1.49184	143.524	2	1	1	15	
31516.8	413	0	207.927	353.031	197.577	349.269	202.528	365.815	0.927048	142.031	2	1	1	15	
31572.8	414	0	209.288	352.639	199.243	347.945	202.891	364.954	2.28796	141.639	2	1	1	14	
31668.8	415	0	209.339	351.917	199.462	348.53	203.193	364.358	2.33934	140.917	2	1	1	14	
31724.8	416	0	210.25	351.595	200.636	347.501	203.235	363.568	3.25003	140.595	2	1	1	13	
31820.8	417	0	209.088	349.32	199.674	345.469	201.71	361.072	2.08847	138.32	2	1	1	13	
31876.8	418	0	209.355	348.827	199.786	342.623	201.736	360.425	2.35516	137.827	2	1	1	12	
31972.8	419	0	209.884	348.705	200.459	342.714	202.062	360.168	2.88351	137.705	2	1	1	12	
32028.8	420	0	209.925	347.842	200.51	341.847	202.087	359.293	2.92493	136.842	2	1	1	11	
32124.8	421	0	209.457	346.169	200.336	340.915	201.184	357.31	2.45673	135.169	2	1	1	11	
32180.8	422	0	209.321	345.465	200.27	339.144	200.842	356.45	2.32092	134.465	2	1	1	10	
32276.8	423	0	209.202	343.968	200.219	337.38	200.602	354.859	2.20224	132.968	2	1	1	10	
32332.8	424	0	208.882	342.624	199.885	336.404	200.318	353.543	1.88216	131.624	2	1	1	9	
32428.9	425	0	209.38	341.969	200.51	335.695	200.599	352.714	2.37955	130.969	1	1	1	9	
32484.9	426	0	209.752	341.082	201.047	336.028	200.633	351.541	2.75218	130.082	1	1	1	8	
32580.9	427	0	210.245	340.439	201.919	333.606	200.594	350.411	3.24472	129.439	1	1	1	8	
32636.9	428	0	209.602	338.654	200.759	332.141	200.774	349.361	2.60199	127.654	1	1	1	7	
32732.9	429	0	209.875	338.197	201.441	331.288	200.405	348.34	2.87498	127.197	1	1	1	7	
32788.9	430	0	210.377	336.759	201.932	330.308	200.878	346.876	3.37677	125.759	1	1	1	6	
32884.9	431	0	209.835	336.091	201.155	329.498	200.742	346.573	2.83504	125.091	1	1	1	6	
32940.9	432	0	209.903	334.053	201.14	327.409	200.947	344.652	2.90338	123.053	1	1	1	5	
33036.9	433	0	210.601	332.577	202.301	326.086	200.859	342.46	3.60062	121.577	1	1	1	5	
33093.9	434	0	210.646	332.026	202.176	324.514	201.283	342.268	3.64603	121.026	1	1	1	4	
33189.9	435	0	210.686	329.826	202.201	323.675	201.226	339.979	3.68605	118.826	1	1	1	4	
33245.9	436	0	210.803	330.55	202.633	321.488	201.176	340.545	3.80302	119.55	1	1	1	3	
33341.9	437	0	211.27	327.726	202.34	320.992	202.579	338.544	4.26961	116.726	1	1	1	3	
33397.9	438	0	211.425	327.754	203.177	319.392	201.829	337.779	4.42456	116.754	1	1	1	2	
33493.9	439	0	211.697	325.185	203.554	317.429	201.892	335.005	4.69728	114.185	1	1	1	2	
33549.9	440	0	212.193	323.839	204.216	315.477	202.247	333.516	5.19289	112.839	1	1	1	1	
33645.9	441	0	211.578	323.273	204.073	313.899	201.224	332.512	4.57805	112.273	1	1	1	1	
33701.9	442	0	211.804	321.87	203.881	313.058	201.852	331.541	4.8042	110.87	1	1	0	0	
33797.9	443	0	212.458	321.191	205.104	311.877	201.924	330.224	5.45808	110.191	1	1	0	0	
33853.9	444	0	212.336	320.321	205.241	310.302	201.66	329.186	5.33588	109.321	1	1	15	15	
33949.9	445	0	214.48	320.122	208.093	309.163	203.327	328.38	7.47955	109.122	1	1	15	15	
34005.9	446	0	214.787	319.088	208.828	307.996	203.299	326.872	7.78714	108.088	1	1	14	14	
34102	447	0	215.396	318.021	209.421	307.23	203.846	325.712	8.39632	107.021	1	1	14	14	
34158	448	0	215.016	317.159	209.094	306.939	203.261	324.533	8.01613	106.159	1	1	13	13	
34254	449	0	214.218	315.244	208.271	304.924	202.514	322.699	7.21771	104.244	1	1	13	13	
34310	450	0	213.93	314.574	207.998	304.388	202.174	321.948	6.92989	103.574	1	1	12	12	
34406	451	0	214.303	313.572	208.275	304.233	202.362	320.642	7.3029	102.572	1	1	12	12	
34462	452	0	213.565	313.813	207.783	303.743	201.639	320.909	6.56516	102.813	1	1	11	11	
34558	453	0	213.569	311.963	207.138	303.048	201.898	319.469	6.56932	100.963	1	1	11	11	
34614	454	0	213.446	312.273	207.418	302.724	201.579	319.465	6.44644	101.273	1	1	10	10	
34710	455	0	213.11	310.298	206.918	301.195	201.25	317.503	6.11003	99.2979	1	1	10	10	
34766	456	0	212.907	309.916	206.917	301.446	200.576	316.281	5.90747	98.9161	1	1	9	9	
34862	457	0	213.173	308.931	207.237	300.919	200.551	314.698	6.1725	97.9306	1	1	9	9	
34919	458	0	212.574	309.388	207.309	300.868	199.554	314.189	5.57428	98.3885	1	1	8	8	
35015	459	0	212.828	307.609	206.934	300.47	199.581	311.743	5.82823	96.6091	1	1	8	8	
35071	460	0	212.79	306.19	206.825	298.334	200.116	311.842	5.79008	95.1899	1	1	7	7	
35167	461	0	212.923	304.642	207.502	296.831	199.641	308.664	5.92264	93.6421	1	1	7	7	
35223	462	0	212.86	305.021	208.372	296.26	199.379	308.309	5.86029	94.0207	1	1	6	6	
35319	463	0	212.547	303.567	207.907	295.534	198.811	305.54	5.54692	92.5674	1	1	6	6	
35375	464	0	212.109	302.692	207.314	294.644	198.469	305.248	5.10863	91.692	1	1	5	5	
35471	465	0	211.222	302.368	207.513	293.68	197.383	303.398	4.22188	91.3683	1	1	5	5	
35528	466	0	210.786	301.633	207.187	293.005	196.918	302.148	3.78572	90.6328	1	1	5	4	
35624	467	0	209.718	302.668	208.99	293.083	196.146	299.774	2.71761	91.6685	1	1	5	4	
35680	468	0	209.684	301.784	207.766	292.751	196.048	299.211	2.68449	90.7839	1	1	5	3	
35776	469	0	208.046	302.496	208.233	293.095	195.067	297.585	1.04587	91.4957	1	1	5	3	
35832	470	0	207.605	302.269	207.101	293.212	194.862	296.776	0.605408	91.2688	1	1	5	2	
35928.1	471	0	207.256	301.493	207.708	292.379	194.999	294.987	0.25618	90.4927	1	1	5	2	
35984.1	472	0	205.564	301.399	208.917	292.168	194.012	293.71	-1.43573	90.3993	1	1	5	1	
36080.1	473	0	198.778	279.562	191.94	286.765	193.982	292.584	-8.22205	68.5623	1	1	5	1	
36137.1	474	0	197.566	277.836	187.54	275.222	192.212	290.638	-9.43355	66.8359	1	1	6	0	
36233.1	475	0	197.544	277.97	187.223	273.692	191.824	290.614	-9.4556	66.9705	1	1	6	0	
36289.1	476	0	197.366	276.504	187.4	273.085	191.393	289.03	-9.63373	65.5042	1	1	7	15	
36385.1	477	0	197.497	275.901	187.485	271.841	191.303	288.319	-9.50291	64.9008	1	1	7	15	
36441.1	478	0	198.065	275.533	188.14	271.517	191.72	287.874	-8.93481	64.5326	1	1	8	14	
36538.1	479	0	198.225	273.906	188.314	269.455	191.674	286.139	-8.77483	62.9061	1	1	8	14	
36594.1	480	0	199.302	274.308	189.591	268.917	192.09	286.164	-7.69806	63.3081	1	1	9	13	
36690.1	481	0	199.561	272.273	189.979	267.383	192.245	284.064	-7.4389	61.2729	1	1	9	13	
36746.1	482	0	199.332	271.171	189.528	266.476	192.492	283.245	-7.66782	60.1706	1	1	10	12	
36842.1	483	0	199.097	269.993	189.274	265.619	192.408	282.151	-7.90269	58.9926	1	1	10	12	
36898.1	484	0	198.574	269.846	188.363	265.004	192.41	282.279	-8.42641	58.8459	1	1	11	11	
36994.1	485	0	199.933	269.165	190.032	264.478	193.276	281.341	-7.06702	58.1652	1	1	11	11	
37050.1	486	0	200.258	267.952	190.365	263.209	193.566	280.109	-6.74228	56.9522	1	1	12	10	
37146.1	487	0	199.843	267.074	189.378	260.504	193.47	279.402	-7.15707	56.0744	1	1	12	10	
37202.1	488	0	200.744	266.091	190.779	260.51	193.913	278.17	-6.25584	55.0909	1	1	13	9	
37298.1	489	0	200.702	263.685	190.41	257.87	194.316	276.005	-6.29834	52.685	1	1	13	9	
37354.1	490	0	200.792	264.436	190.032	256.494	194.419	276.763	-6.2075	53.4365	1	1	14	8	
37450.1	491	0	201.66	262.362	191.099	254.636	195.097	274.59	-5.34013	51.3624	1	1	14	8	
37506.1	492	0	202.539	262.317	192.156	254.921	195.831	274.465	-4.46123	51.317	1	1	15	7	
37602.2	493	0	203.193	259.79	192.906	254.199	196.874	272.145	-3.80716	48.7899	1	1	15	7	
37658.2	494	0	204.101	260.315	194.511	254.74	196.638	272.014	-2.89885	49.3152	1	1	15	6	
37754.2	495	0	206.829	258.953	198.206	251.28	197.692	269.398	-0.17131	47.9529	1	1	15	6	
37810.2	496	0	211.541	261.91	205.699	252.09	199.589	268.961	4.54123	50.9098	1	1	14	5	
37906.2	497	0	214.176	263.106	210.224	253.287	200.821	266.875	7.1758	52.1059	1	1	14	5	
37962.2	498	0	214.242	262.627	210.4	253.461	200.595	265.139	7.24231	51.6272	1	1	13	4	
38058.2	499	0	215.275	260.233	209.984	252.667	201.714	263.175	8.27525	49.2329	1	1	13	4	
38114.2	500	0	215.425	257.995	209.917	250.223	202.205	262.214	8.42523	46.9954	1	1	12	3	
38210.2	501	0	215.537	256.839	209.792	249.367	202.366	261.209	8.53712	45.8394	1	1	12	3	
38266.2	502	0	216.196	255.489	210.075	248.589	203.049	259.932	9.19554	44.4891	1	1	11	2	
38363.2	503	0	216.112	254.318	209.905	247.635	202.889	258.526	9.11201	43.318	1	1	11	2	
38419.2	504	0	216.068	252.844	209.858	245.925	203.066	257.694	9.06789	41.844	1	1	10	1	
38515.2	505	0	215.707	252.729	209.485	245.988	202.565	257.186	8.70712	41.729	1	1	10	1	
38571.2	506	0	216.186	252.384	209.672	246.262	202.84	256.184	9.18626	41.3843	1	1	9	0	
38667.2	507	0	215.781	251.692	209.783	245.06	202.177	254.428	8.78102	40.692	1	1	9	0	
38723.2	508	0	215.829	251.152	209.772	244.545	202.286	254.175	8.82933	40.152	1	1	8	15	
38819.2	509	0	216.249	251.957	210.357	245.363	202.372	252	9.24937	40.9569	1	1	8	15	
38875.2	510	0	215.689	252.467	210.07	245.646	201.812	252.409	8.68869	41.4668	1	1	7	14	
38971.2	511	0	215.345	251.526	209.827	244.539	201.611	249.54	8.34497	40.5258	1	1	7	14	
39027.2	512	0	214.106	251.283	209.527	243.711	200.496	248.57	7.10556	40.2831	1	1	6	13	
39123.2	513	0	212.016	251.388	209.088	243.044	199.183	246.109	5.01613	40.3881	1	1	6	13	
39180.2	514	0	210.843	251.432	207.598	243.072	198.609	244.883	3.84306	40.4325	1	1	6	12	
39276.2	515	0	207.625	253.33	209.293	244.65	198.568	242.817	0.624695	42.3304	1	1	6	12	
39332.2	516	0	202.848	253.861	209.643	247.324	197.039	241.259	-4.15211	42.8613	1	1	7	11	
39428.3	517	0	183.125	245.034	190.558	249.835	196.124	240.175	-23.8747	34.0345	1	1	7	11	
39484.3	518	0	186.481	227.371	182.15	235.478	195.08	238.263	-20.5193	16.3711	1	1	8	10	
39580.3	519	0	198.456	223.261	186.88	219.61	195.15	236.739	-8.54391	12.2611	1	1	8	10	
39636.3	520	0	199.857	222.235	188.144	216.329	195.416	235.382	-7.14296	11.2352	1	1	9	9	
39732.3	521	0	200.515	221.91	188.763	215.792	196.021	235.039	-6.48526	10.9099	1	1	9	9	
39789.3	522	0	200.061	221.564	188.71	215.576	195.113	234.529	-6.93925	10.5643	1	1	10	8	
39885.3	523	0	199.578	220.955	187.927	214.751	194.919	234.026	-7.4221	9.95479	1	1	10	8	
39941.3	524	0	199.891	220.725	188.251	214.405	195.167	233.773	-7.10884	9.72504	1	1	11	7	
40037.3	525	0	200.559	220.428	188.968	213.93	195.697	233.425	-6.44058	9.42786	1	1	11	7	
40093.3	526	0	200.724	219.768	189.237	213.352	195.767	232.73	-6.27568	8.76848	1	1	12	6	
40189.3	527	0	201.542	218.603	190.719	212.291	195.751	231.214	-5.45837	7.60292	1	1	12	6	
40245.3	528	0	201.187	217.547	190.334	211.157	195.41	230.164	-5.81273	6.54704	1	1	13	5	
40341.3	529	0	201.717	216.162	190.799	209.321	195.867	228.746	-5.28329	5.16182	1	1	13	5	
40397.3	530	0	202.607	213.906	192.262	208.226	196.348	226.292	-4.3933	2.90637	1	1	14	5	
40493.3	531	0	203.548	213.199	193.083	207.152	197.343	225.612	-3.45229	2.1991	1	1	14	5	
40549.3	532	0	205.822	212.513	196.146	205.036	198.158	224.081	-1.17764	1.51257	1	1	14	5	
40625.3	533	0	208.832	214.731	201.234	204.799	198.666	224.177	1.83215	3.73067	1	1	14	5	
